type_id,name_en,name_zh,category,subcategory,product_role,operating_principle,primary_media,primary_applications,pharma_relevance,pharma_applications,lifecycle_status,china_visibility,global_product_url,china_product_url,english_datasheet_url,chinese_datasheet_url,accessed_date,evidence_grade,notes
3235,Tank bottom diaphragm valve with manually operated actuator,带手动驱动器的罐底隔膜阀,过程与控制阀,Hygienic / Pharma / Hydrogen / Speciality Process Valves > Tank Bottom Valves,Tank Bottom Valves,"The manually operated diaphragm valve Type 3235 consists of a manually operated actuator, a diaphragm and a tank bottom valve body. The manual actuator, optionally with a plastic or stainless steel handwheel, ensures use in hygienic or aggressive ambient conditions. The flow-efficient valve bodies with little dead space enable high flow rates and a wide range of possible uses. The valve body and the diaphragm are available in all common materials and variants. The actuator has a compact, autoclavable design and is compatible with all other Bürkert diaphragm valves. An explosion-proof ATEX/IECEx device variant is available. The diaphragm bonnet and the handwheel are optionally available in plastic or stainless steel and are equipped with an integrated optical position indicator. The manual actuator can be optionally equipped with a stroke limiter, sensors for position feedback and a locking function.",腐蚀性介质,卫生过程；制药,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3235,https://www.burkert.com.cn/cn/type/3235,https://www.burkert.com/en/Media/plm/DTS/DS/ds3235-manual-eu-en.pdf?id=DTS0000000000000001000450621ENE,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Tank Bottom Valves | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Manual | Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Diaphragm Valves > Manual."
3236,"Multiway Multiport Diaphragm Valve, manually operated",多通路多接口隔膜阀，手动操作,过程与控制阀,Shut-off Valves (On/Off) > Diaphragm Valves > Manual,Manual,,,Shut-off Valves (On/Off) > Diaphragm Valves > Manual,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3236,https://www.burkert.com.cn/cn/type/3236,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Manual | Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Diaphragm Valves > Manual."
3260,Bellow sampling valve,Bellow sampling valve,过程与控制阀,Hygienic / Pharma / Hydrogen / Speciality Process Valves > Bellows Valves,Bellows Valves,"The manually operated Type 3260 Bellows Sampling Valve consists of a manually operated quick-open/close mechanism, a bellow and depending on the version a multi-port valve body. The quick opening/closing mechanism ensures the valve closes automatically when it is not manually operated and guarantees use under hygienic or aggressive ambient conditions.",腐蚀性介质,卫生过程；制药；发酵,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/3260,https://www.burkert.com.cn/cn/type/3260,https://www.burkert.com/en/Media/plm/DTS/DS/ds3260-standard-eu-en.pdf?id=DTS0000000000000001000593994ENJ,https://www.burkert.com/en/Media/plm/DTS/DS/ds3260-standard-cn-zh.pdf?id=DTS0000000000000001000667723ZHC,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Bellows Valves."
3280,Electromotive 2-way globe proportional valve,电动两通直座比例阀,电动阀,Globe Valves > Control,Control,"The direct-acting Type 3280 motor valve is suitable for dosing liquids and gases in closed or open control loops. The valve is driven by a linear stepper motor. The integrated electronics assembly simplifies the process integration; additional actuation modules are not necessary. The engine does not need any energy to maintain a certain valve opening. This feature can reduce the energy consumption of a plant dramatically and therefore make it more efficient. Type 3280 is available as an on/off valve or proportional valve by default, as a variant with integrated positioner, and as a variant with integrated process controller.",气体；液体,定量/加注,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/3280,https://www.burkert.com.cn/cn/type/3280,https://www.burkert.com/en/Media/plm/DTS/DS/ds3280-standard-eu-en.pdf?id=DTS0000000000000001000240084ENAK,https://www.burkert.com/en/Media/plm/DTS/DS/ds3280-standard-cn-zh.pdf?id=DTS0000000000000001000381480ZHM,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Electromotive Valves > Globe Valves > Control | Proportional Valves > Motor Driven Control Valves | Process and Control Valves > Shut-off Valves (On/Off) > Globe Valves > Electromotive | Electromotive Valves > Globe Valves > ON/OFF | Industrial Communication > EDIP > EDIP capable products | Process and Control Valves > Control Valves > Globe Valves > Electromotive."
3281,Electromotive 2-way proportional valve,电动两通直座比例阀,电动阀,Globe Valves > Control,Control,"The direct-acting motor valve Type 3281 is particularly suitable for dosing liquids and gases in closed or open control loops. The valve is driven by a linear stepper motor. The integrated electronics assembly simplifies the process integration; additional actuation modules are not necessary. The engine does not need any energy to maintain a certain valve opening. This feature can reduce the energy consumption of a plant dramatically and therefore make it more efficient. Type 3281 is available as a variant with integrated positioner, as well as a variant with integrated process controller.",气体；液体,定量/加注,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/3281,https://www.burkert.com.cn/cn/type/3281,https://www.burkert.com/en/Media/plm/DTS/DS/ds3281-standard-eu-en.pdf?id=DTS0000000000000001000551384ENQ,https://www.burkert.com/en/Media/plm/DTS/DS/ds3281-standard-cn-zh.pdf?id=DTS0000000000000001000659450ZHB,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Electromotive Valves > Globe Valves > Control | Proportional Valves > Motor Driven Control Valves | Process and Control Valves > Control Valves > Globe Valves > Electromotive | Industrial Communication > EDIP > EDIP capable products | Process and Control Valves > Shut-off Valves (On/Off) > Angle Seat Valves > Electromotive | Process and Control Valves > Control Valves > Angle Seat Valves > Electromotive | Process and Control Valves > Shut-off Valves (On/Off) > Globe Valves > Electromotive | Electromotive Valves > Angle Seat Valves > Control | Electromotive Valves > Angle Seat Valves > ON/OFF | Electromotive Valves > Globe Valves > ON/OFF."
3285,Electromotive 2-way globe proportional valve,电动两通直座比例阀,过程与控制阀,Control Valves > Disc Valves,Disc Valves,"The direct-acting Type 3285 motor valve is suitable for dosing liquids and gases in closed or open control loops. The valve is driven by a stepper motor. The integrated electronics assembly simplifies the process integration; additional actuation modules are not necessary. The engine does not need any energy to maintain a certain valve opening. This feature can reduce the energy consumption of a plant dramatically and therefore make it more efficient. Type 3285 is available as an on/off valve or proportional valve by default, as a variant with integrated positioner, and as a variant with integrated process controller.",气体；液体,定量/加注,MEDIUM,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/3285,https://www.burkert.com.cn/cn/type/3285,https://www.burkert.com/en/Media/plm/DTS/DS/ds3285-standard-eu-en.pdf?id=DTS0000000000000001000256911ENAD,https://www.burkert.com/en/Media/plm/DTS/DS/ds3285-standard-cn-zh.pdf?id=DTS0000000000000001000381481ZHJ,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Control Valves > Disc Valves | Electromotive Valves > Globe Valves > Control | Electromotive Valves > Disc Valves > Control | Proportional Valves > Motor Driven Control Valves | Electromotive Valves > Globe Valves > ON/OFF | Electromotive Valves > Disc Valves > ON/OFF | Process and Control Valves > Shut-off Valves (On/Off) > Disc Valves | Industrial Communication > EDIP > EDIP capable products."
3320,Electromotive 2/2 way angle seat valve (on/off),电动二位二通斜座阀,电动阀,Angle Seat Valves > ON/OFF,ON/OFF,"The innovative Bürkert on/off valve Type 3320 is the solution when it comes to shut-off tasks under demanding operating conditions. The electromotive actuator of the angle seat valve with ball screw moves the swivel plate at a particularly high speed up to 6 mm/s to the desired end position. Thereby it reacts almost instantaneously to process signals. If necessary, the safety position can be approached by an optional energy storage in case of power failure. The electromotive actuator and shut-off valve are adapted perfectly to each other with closed design and robust surface. This ensures the hygienic requirements of fast and residue-free cleaning. Harsh ambient conditions are no problem for the electromotive angle seat valve Type 3320 due to the degree of protection IP65/IP67 and the high impact and vibration resistance. Thanks to the tried-and-tested, self-adjusting packing gland with exchangeable V-seals, the angle seat valve achieves maximum service life and tightness. The fieldbus-compatible Type 3320 shut-off valve offers the operator many helpful functions for process monitoring, valve diagnostics and preventive maintenance and thus the decisive advantage of modern process automation.",,过程自动化；卫生过程,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3320,https://www.burkert.com.cn/cn/type/3320,https://www.burkert.com/en/Media/plm/DTS/DS/ds3320-standard-eu-en.pdf?id=DTS0000000000000001000295547ENAF,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Electromotive Valves > Angle Seat Valves > ON/OFF | Process and Control Valves > Shut-off Valves (On/Off) > Angle Seat Valves > Electromotive | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
3321,Electromotive 2/2 way globe valve (on/off),电动二位二通直座阀,电动阀,Globe Valves > ON/OFF,ON/OFF,"The innovative Bürkert process on/off valve Type 3321 is the solution when it comes to shut-off tasks under demanding operating conditions. The electromotive actuator of the globe valve with ball screw moves the swivel plate to the desired end position at a particularly high speed up to 6 mm/s. Thereby it reacts almost instantaneously to process signals. If necessary, the safety position can be approached by an optional energy storage in case of power failure. The electromotive actuator and shut-off valve are adapted perfectly to each other with closed design and robust surface. This ensures the hygienic requirements of fast and residue-free cleaning. Harsh ambient conditions are no problem for the electromotive globe valve Type 3321 due to the degree of protection IP65/IP67 and the high impact and vibration resistance. Thanks to the tried-and-tested, self-adjusting packing gland with exchangeable V-seals, the globe valve achieves maximum service life and tightness.The fieldbus-compatible Type 3321 shut-off valve offers, which is compatible for fieldbuses, offers the operator many helpful functions for process monitoring, valve diagnostics and preventive maintenance and thus the decisive advantage of modern process automation.",,过程自动化；卫生过程,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3321,https://www.burkert.com.cn/cn/type/3321,https://www.burkert.com/en/Media/plm/DTS/DS/ds3321-standard-eu-en.pdf?id=DTS0000000000000001000295565ENZ,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Electromotive Valves > Globe Valves > ON/OFF | Process and Control Valves > Shut-off Valves (On/Off) > Globe Valves > Electromotive | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
3323,Electromotive 2/2-way diaphragm valve (on/off),电动二位二通隔膜阀（开/关）,电动阀,Diaphragm Valves > ON/OFF,ON/OFF,"The externally controlled Type 3323 diaphragm valve consists of an electrically controlled linear actuator (on/off), a diaphragm and a 2/2-way valve body. The electric actuator with ball screw ensures usage under hygienic or aggressive ambient conditions. The flow-optimised valve body with minimum dead space enables high flow values and a wide range of possible applications. An optional energy storage device guarantees the safety position in the event of a power failure. The position is indicated by means of a 360° LED light ring. The actuator has a drive force adjustment to protect the diaphragm. A correspondingly high IP protection of IP65/IP67 ensures adequate splash protection. The electromotive actuator of the diaphragm valve with ball screw moves to the desired end position at a particularly high speed of up to 4 mm/s. Moreover, the valve is also equipped with a mechanical position indicator and corresponding explosion protection ATEX/II 3G Ex ec IIC T4 Gc/II 3D Ex tc IIIC T135 °C Dc.",腐蚀性介质,卫生过程,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3323,https://www.burkert.com.cn/cn/type/3323,https://www.burkert.com/en/Media/plm/DTS/DS/ds3323-standard-eu-en.pdf?id=DTS0000000000000001000303513ENAB,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Electromotive Valves > Diaphragm Valves > ON/OFF | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Electromotive | Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Diaphragm Valves > Electromotive | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
3324,Electromotive T-diaphragm valve (on/off),带有电气线性驱动装置（开/关）的塑料材质 T 形隔膜阀（EVA 型）,过程与控制阀,Hygienic / Pharma / Hydrogen / Speciality Process Valves > T-valves,T-valves,"The externally controlled Type 3324 diaphragm valve consists of an electrically controlled linear actuator (on/off), a diaphragm and a T-valve body. The electric actuator with ball screw ensures usage under hygienic or aggressive ambient conditions. The flow-optimised valve body with minimum dead space enables high flow rates and a wide range of possible applications. In the event of a power failure, the safety position is guaranteed by an optional energy storage device. The position is displayed by means of a 360° LED light ring. To protect the diaphragm the actuator has a drive force adjustment. A correspondingly high IP protection IP65/IP67 ensures adequate splash protection. The electromotive actuator of the T-diaphragm valve with ball screw moves to the desired end position at a particularly high speed up to 4 mm/s. In addition the valve is also equipped with a mechanical position indicator and corresponding explosion protection ATEX/II 3G Ex ec IIC T4 Gc/II 3D Ex tc IIIC T135 °C Dc.",腐蚀性介质,卫生过程；制药,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3324,https://www.burkert.com.cn/cn/type/3324,https://www.burkert.com/en/Media/plm/DTS/DS/ds3324-standard-eu-en.pdf?id=DTS0000000000000001000516529ENN,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > T-valves | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Electromotive."
3325,Electromotive 2/2-way tank bottom diaphragm valve (on/off),带有电气线性驱动装置（开/关）的塑料材质罐底隔膜阀（EVA 型）,过程与控制阀,Hygienic / Pharma / Hydrogen / Speciality Process Valves > Tank Bottom Valves,Tank Bottom Valves,"The externally controlled Type 3325 diaphragm valve consists of an electrically controlled linear actuator (on/off), a diaphragm and a tank bottom valve body. The electric actuator with ball screw ensures usage under hygienic or aggressive ambient conditions. The flow-optimised valve body with minimum dead space enables high flow rates and a wide range of possible applications. In the event of a power failure, the safety position is guaranteed by an optional energy storage device. The position is displayed by means of a 360° LED light ring. To protect the diaphragm the actuator has a drive force adjustment. A correspondingly high IP protection IP65/IP67 ensures adequate splash protection. The electromotive actuator of the tank bottom diaphragm valve with ball screw moves to the desired end position at a particularly high speed up to 4 mm/s. In addition the valve is also equipped with a mechanical position indicator and corresponding explosion protection ATEX/II 3G Ex ec IIC T4 Gc/II 3D Ex tc IIIC T135 °C Dc.",腐蚀性介质,卫生过程；制药,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3325,https://www.burkert.com.cn/cn/type/3325,https://www.burkert.com/en/Media/plm/DTS/DS/ds3325-standard-eu-en.pdf?id=DTS0000000000000001000516531ENN,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Tank Bottom Valves | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Electromotive."
3360,Electromotive 2-way angle seat control valve,二通电动角座型调节阀,过程与控制阀,Control Valves > Angle Seat Valves > Electromotive,Electromotive,"The innovative process controller Bürkert valve Type 3360 is the solution when it comes to control tasks under demanding operating conditions. The electromotive actuator with ball screw positions the control cone with highest precision. A unique feature is its high positioning speed up to 6 mm/s that reacts quasi delay-free to process signals and that can be varied according to customer demands. Pressure variations or shocks in the medium are not transferred to the valve position. If necessary, the safety position can be approached by an optional energy storage in case of power failure. Actuator and valve are adapted perfectly to each other with closed design and robust surface. This ensures the hygienic requirements of a fast and residue-free cleaning. Harsh environments are no problem for the electromotive angle seat valve Type 3360 because of the degree of protection IP65 / IP67 and its high impact and vibration resistance. Unrivalled service life and tightness is guaranteed by the proven self-adjusting packing gland with exchangeable V-seals. The fieldbus-compatible Type 3360 provides many helpful functions for process monitoring, valve diagnostics and predictive maintenance and thus offers the decisive advantage of a modern process automation.",,过程自动化；卫生过程,HIGH,CIP/SIP辅助回路及洁净公用工程,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3360,https://www.burkert.com.cn/cn/type/3360,https://www.burkert.com/en/Media/plm/DTS/DS/ds3360-standard-eu-en.pdf?id=DTS0000000000000001000273502ENAI,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Control Valves > Angle Seat Valves > Electromotive | Electromotive Valves > Angle Seat Valves > Control | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
3361,Electromotive 2-way globe control valve,电动二通直座控制阀,电动阀,Globe Valves > Control,Control,"The innovative process controller Bürkert valve Type 3361 is the solution when it comes to control tasks under demanding operating conditions. The electromotive actuator with ball screw positions the control cone with highest precision. A unique feature is its high positioning speed up to 6 mm/s that reacts almost delay-free to process signals and that can be varied according to customer demands. Pressure variations or shocks in the medium are not transferred to the valve position. Each flow optimised valve body can be equipped with up to 5 different valve seats for a precise adaptation according to customer needs. If necessary, the safety position can be approached by an optional energy storage in case of power failure. Actuator and valve are adapted perfectly to each other with closed design and robust surface. This ensures the hygienic requirements of fast and residue-free cleaning. Harsh environmental conditions are no problem for the Type 3361 because of the degree of protection IP65/IP67 and its high impact and vibration resistance. Unrivalled service life and tightness is guaranteed by the proven self-adjusting packing gland with exchangeable V-seals. The fieldbus-compatible Type 3361 provides many helpful functions for process monitoring, valve diagnostics and predictive maintenance and thus offers the decisive advantage of a modern process automation.",,过程自动化；卫生过程,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/3361,https://www.burkert.com.cn/cn/type/3361,https://www.burkert.com/en/Media/plm/DTS/DS/ds3361-standard-eu-en.pdf?id=DTS0000000000000001000273772ENAF,https://www.burkert.com/en/Media/plm/DTS/DS/ds3361-standard-cn-zh.pdf?id=DTS0000000000000001000576858ZHD,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Electromotive Valves > Globe Valves > Control | Process and Control Valves > Control Valves > Globe Valves > Electromotive | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
3363,Electromotive 2-way diaphragm control valve,电动两通隔膜阀-调节阀,过程与控制阀,Control Valves > Diaphragm Valves,Diaphragm Valves,"The externally controlled Type 3363 diaphragm valve consists of an electrically controlled linear actuator (positioner), a diaphragm and a 2-way valve body. The electric actuator with ball screw ensures usage under hygienic or aggressive ambient conditions. The flow-optimised valve body with minimum dead space enables high flow values and a wide range of possible applications. An optional energy storage device guarantees the safety position in the event of a power failure. The position is indicated by means of a 360° LED light ring. The actuator has a drive force adjustment to protect the diaphragm. A correspondingly high IP protection IP65/IP67 ensures adequate splash protection. The electromotive actuator of the diaphragm valve with ball screw moves to the desired end position at a particularly high speed of up to 4 mm/s. Moreover, the valve is also equipped with a mechanical position indicator and corresponding explosion protection ATEX/II 3G Ex ec IIC T4 Gc/II 3D Ex tc IIIC T135 °C Dc.",腐蚀性介质,卫生过程,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/3363,https://www.burkert.com.cn/cn/type/3363,https://www.burkert.com/en/Media/plm/DTS/DS/ds3363-standard-eu-en.pdf?id=DTS0000000000000001000303711ENZ,https://www.burkert.com/en/Media/plm/DTS/DS/ds3363-standard-cn-zh.pdf?id=DTS0000000000000001000670680ZHB,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Control Valves > Diaphragm Valves | Electromotive Valves > Diaphragm Valves > Control | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Electromotive."
3364,Electromotive T-diaphragm valve (positioner),带有电气线性驱动装置（位置调节器）的塑料材质 T 形隔膜阀（EVA 型）,过程与控制阀,Hygienic / Pharma / Hydrogen / Speciality Process Valves > T-valves,T-valves,"The externally controlled Type 3364 diaphragm valve consists of an electrically controlled linear actuator (positioner), a diaphragm and a T-valve body. The electric actuator with ball screw ensures usage under hygienic or aggressive ambient conditions. The flow-optimised valve body with minimum dead space enables high flow rates and a wide range of possible applications. In the event of a power failure, the safety position is guaranteed by an optional energy storage device. The position is indicated by means of a 360° LED light ring. To protect the diaphragm the actuator has a drive force adjustment. A correspondingly high IP protection IP65/IP67 ensures adequate splash protection. The electromotive actuator of the T-diaphragm valve with ball screw moves to the desired end position at a particularly high speed up to 4 mm/s. In addition the valve is also equipped with a mechanical position indicator and corresponding explosion protection ATEX/II 3G Ex ec IIC T4 Gc/II 3D Ex tc IIIC T135 °C Dc.",腐蚀性介质,卫生过程；制药,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3364,https://www.burkert.com.cn/cn/type/3364,https://www.burkert.com/en/Media/plm/DTS/DS/ds3364-standard-eu-en.pdf?id=DTS0000000000000001000516533ENL,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > T-valves | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Electromotive."
3365,Electromotive 2-way tank bottom diaphragm valve (positioner),带有电气线性驱动装置（位置调节器）的塑料材质罐底隔膜阀（EVA 型）,过程与控制阀,Hygienic / Pharma / Hydrogen / Speciality Process Valves > Tank Bottom Valves,Tank Bottom Valves,"The externally controlled Type 3365 diaphragm valve consists of an electrically controlled linear actuator (positioner), a diaphragm and a tank bottom valve body. The electric actuator with ball screw ensures usage under hygienic or aggressive ambient conditions. The flow-optimised valve body with minimum dead space enables high flow rates and a wide range of possible applications. An optional energy storage device guarantees the safety position in the event of a power failure. The position is indicated by means of a 360° LED light ring. To protect the diaphragm the actuator has a drive force adjustment. A correspondingly high IP protection IP65/IP67 ensures adequate splash protection. The electromotive actuator of the tank bottom diaphragm valve with ball screw moves to the desired end position at a particularly high speed up to 4 mm/s. In addition the valve is also equipped with a mechanical position indicator and corresponding explosion protection ATEX/II 3G Ex ec IIC T4 Gc/II 3D Ex tc IIIC T135 °C Dc.",腐蚀性介质,卫生过程；制药,HIGH,无菌输送/隔离；CIP/SIP；制药用水,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/3365,https://www.burkert.com.cn/cn/type/3365,https://www.burkert.com/en/Media/plm/DTS/DS/ds3365-standard-eu-en.pdf?id=DTS0000000000000001000516536ENM,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Tank Bottom Valves | Process and Control Valves > Shut-off Valves (On/Off) > Diaphragm Valves > Electromotive."
5120,Dosing head and electronics for precise time-pressure dosing,计量头和电子装置，可实现精确的压力-时间定量添加,微流体产品与泵,Time-Pressure Dosing,Time-Pressure Dosing,"Type 5120 offers a standardised solution for liquid dosing in an open control loop based on the time-pressure dosing principle. The core components of this system include dosing electronics with communication gateway and a dosing head with dosing needles. Precisely controlling the dosing time with a resolution of less than 0.1 ms achieves remarkable accuracy, especially with small liquid volumes in the μl range. This solution is characterised by its compact footprint and easy installation, and can be seamlessly integrated into various pressure-time dosing applications. Compared to closed control loops, the dosing system often proves to be a more cost-effective choice when immediate feedback on the dosing volume is not required. Type 5120 is an integral system platform in which both the control and the fluidics can be easily customised and expanded. The comprehensively coordinated dosing ecosystem can be conveniently sourced from a single supplier.",液体；液体/气体,定量/加注,MEDIUM,实验室/分析及精密定量,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5120,https://www.burkert.com.cn/cn/type/5120,https://www.burkert.com/en/Media/plm/DTS/DS/ds5120-standard-eu-en.pdf?id=DTS0000000000000001000681543ENA,https://www.burkert.com/en/Media/plm/DTS/DS/ds5120-standard-cn-zh.pdf?id=DTS0000000000000001000683200ZHA,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Microfluidics Products and Pumps > Time-Pressure Dosing | Mass Flow Controllers > Gateway / I/O Modules."
5281,Servo-assisted 2/2 way diaphragm valve,伺服控制的二位二通隔膜阀,电磁阀,Water Solenoid Valves,Water Solenoid Valves,"The servo-assisted solenoid valve Type 5281EEx with servo-diaphragm can be used in accordance with its protection type for the shutting off, dosing and filling of gaseous and liquid media in environments where there is a danger of explosion.",气体；水；液体,定量/加注,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/5281,https://www.burkert.com.cn/cn/type/5281,https://www.burkert.com/en/Media/plm/DTS/DS/ds5281-atexversion-eu-en.pdf?id=DTS0000000000000001000219039ENB,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > Water Solenoid Valves | Solenoid Valves > General Purpose 2/2 Solenoids."
5282,Servo-assisted 2/2-way diaphragm valve,伺服辅助式二位二通隔膜阀,电磁阀,Media Separated,Media Separated,The 5282 valve is a servo-assisted diaphragm valve. A minimum differential pressure is required for the valve to function. Various diaphragm material combinations and circuit functions are available depending on the application. The standard brass body satisfies all European drinking water requirements. The body offering is completed with stainless steel variants. The 3/2-way pilot valve can be easily converted from NC to NO circuit function by rotating it on the armature. The solenoid coils are moulded with a chemically resistant epoxy. The 5282 is equipped with manual override for start-up and testing. NEMA 4X is available on request.,水；腐蚀性介质,Media Separated,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5282,https://www.burkert.com.cn/cn/type/5282,https://www.burkert.com/en/Media/plm/DTS/DS/ds5282-standard-eu-en.pdf?id=DTS0000000000000001000011015ENX,https://www.burkert.com/en/Media/plm/DTS/DS/ds5282-standard-cn-zh.pdf?id=DTS0000000000000001000550360ZHH,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > Media Separated | Solenoid Valves > General Purpose 2/2 Solenoids | Solenoid Valves > Water Solenoid Valves | Solenoid Valves > Hazardous Location Solenoids."
