record_id,spec_key,value_text,source_url,accessed_date,notes
CBV3-99F9A97C,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-99F9A97C,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-99F9A97C,Materials,FC,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUBV-FUBVT-74DF449C,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUBV-FUBVT-74DF449C,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUBV-FUBVT-74DF449C,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUBV-FUBVT-74DF449C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-15-95-PUBVT-15-95-D104DD76,Maximum nominal sizes,12.7 15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-15-95-PUBVT-15-95-D104DD76,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-15-95-PUBVT-15-95-D104DD76,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-15-95-PUBVT-15-95-D104DD76,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-94-211F3F1F,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-94-211F3F1F,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-94-211F3F1F,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUBV-94-211F3F1F,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-DBV-CF3DEB1A,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-DBV-CF3DEB1A,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-DBV-CF3DEB1A,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-DBV-CF3DEB1A,Materials,S、C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-D1FA3516,Maximum nominal sizes,100A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-D1FA3516,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-D1FA3516,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-D1FA3516,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-VUBVS-120-920PP-VUBV-VUBVS-020P-VUBVS-320P-VUBVT-9-E85A816A,Maximum nominal sizes,15A 19.05,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-VUBVS-120-920PP-VUBV-VUBVS-020P-VUBVS-320P-VUBVT-9-E85A816A,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-VUBVS-120-920PP-VUBV-VUBVS-020P-VUBVS-320P-VUBVT-9-E85A816A,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-VUBVS-120-920PP-VUBV-VUBVS-020P-VUBVS-320P-VUBVT-9-E85A816A,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-115-VUBV-915-D5E1D695,Maximum nominal sizes,25A 25.4,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-115-VUBV-915-D5E1D695,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-115-VUBV-915-D5E1D695,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-115-VUBV-915-D5E1D695,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-141P-9F34B97C,Maximum nominal sizes,8A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-141P-9F34B97C,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-141P-9F34B97C,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUBV-141P-9F34B97C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWM-BNWC-66C6E5BE,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWM-BNWC-66C6E5BE,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWM-BNWC-66C6E5BE,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWM-BNWC-66C6E5BE,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSW-F5AFD21C,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSW-F5AFD21C,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSW-F5AFD21C,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSW-F5AFD21C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPSM-LPSL-88A88889,Maximum nominal sizes,40A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPSM-LPSL-88A88889,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPSM-LPSL-88A88889,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPSM-LPSL-88A88889,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BPV-HIN-9B49F6A4,Maximum nominal sizes,1 in.,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BPV-HIN-9B49F6A4,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BPV-HIN-9B49F6A4,Flow rate class,-,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BPV-HIN-9B49F6A4,Materials,-,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-PUBF-2ED29DC6,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-PUBF-2ED29DC6,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-PUBF-2ED29DC6,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-PUBF-2ED29DC6,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-862DCDEF,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-862DCDEF,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-862DCDEF,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-862DCDEF,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-PA-FPR-HT-0B085CD4,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-PA-FPR-HT-0B085CD4,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-PA-FPR-HT-0B085CD4,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-PA-FPR-HT-0B085CD4,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-ND-5A1EA9DE,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-ND-5A1EA9DE,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-ND-5A1EA9DE,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-ND-5A1EA9DE,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NDF-FPR-UDF-42027ECB,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NDF-FPR-UDF-42027ECB,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NDF-FPR-UDF-42027ECB,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NDF-FPR-UDF-42027ECB,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NHD-FSR-SD-19EC4263,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NHD-FSR-SD-19EC4263,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NHD-FSR-SD-19EC4263,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NHD-FSR-SD-19EC4263,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NSD-71SS2-2A68F33E,Maximum nominal sizes,6.35,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NSD-71SS2-2A68F33E,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NSD-71SS2-2A68F33E,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FPR-NSD-71SS2-2A68F33E,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWB-R-71-724C7B60,Maximum nominal sizes,9.52,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWB-R-71-724C7B60,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWB-R-71-724C7B60,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWB-R-71-724C7B60,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWBR-C72E3A7D,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWBR-C72E3A7D,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWBR-C72E3A7D,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FWBR-C72E3A7D,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-C67BF803,Maximum nominal sizes,25A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-C67BF803,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-C67BF803,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-C67BF803,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32GM3R4-7100-40C363D8,Maximum nominal sizes,9.52,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32GM3R4-7100-40C363D8,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32GM3R4-7100-40C363D8,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32GM3R4-7100-40C363D8,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32M3R4-7100-FF2050A2,Maximum nominal sizes,14.2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32M3R4-7100-FF2050A2,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32M3R4-7100-FF2050A2,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
E32M3R4-7100-FF2050A2,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-FEA975F3,Maximum nominal sizes,25A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-FEA975F3,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-FEA975F3,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-FEA975F3,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S1-E864C3F7,Maximum nominal sizes,10A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S1-E864C3F7,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S1-E864C3F7,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S1-E864C3F7,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-C710600E,Maximum nominal sizes,25A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-C710600E,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-C710600E,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-C710600E,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S5-ABAEA1F6,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S5-ABAEA1F6,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S5-ABAEA1F6,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S5-ABAEA1F6,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100-1BD56CD2,Maximum nominal sizes,9.52,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100-1BD56CD2,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100-1BD56CD2,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100-1BD56CD2,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100M-6F3A99AF,Maximum nominal sizes,9.52,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100M-6F3A99AF,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100M-6F3A99AF,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-GUH-7100M-6F3A99AF,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M3R4-8100-7CCC518C,Maximum nominal sizes,14.2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M3R4-8100-7CCC518C,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M3R4-8100-7CCC518C,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M3R4-8100-7CCC518C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BYCFO-BYCFU-BF751B4A,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BYCFO-BYCFU-BF751B4A,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BYCFO-BYCFU-BF751B4A,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BYCFO-BYCFU-BF751B4A,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-ACE55872,Maximum nominal sizes,25A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-ACE55872,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-ACE55872,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
C1-C3-ACE55872,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-D64FEC55,Maximum nominal sizes,25A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-D64FEC55,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-D64FEC55,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
M2-M3-D64FEC55,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-98D5ADB7,Maximum nominal sizes,25A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-98D5ADB7,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-98D5ADB7,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
S2-S3-98D5ADB7,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-01-ECC01838,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-01-ECC01838,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-01-ECC01838,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-01-ECC01838,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-40R-5AA833E0,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-40R-5AA833E0,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-40R-5AA833E0,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
AFMO-40R-5AA833E0,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-F42F1943,Maximum nominal sizes,25A 25.4,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-F42F1943,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-F42F1943,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-F42F1943,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,Maximum nominal sizes,20A 19.05,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-CC5A55B4,Maximum nominal sizes,150A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-CC5A55B4,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-CC5A55B4,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-CC5A55B4,Materials,FC,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DM-UBV-AE1FA62A,Maximum nominal sizes,20A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DM-UBV-AE1FA62A,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DM-UBV-AE1FA62A,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DM-UBV-AE1FA62A,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-585B05C3,Maximum nominal sizes,100A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-585B05C3,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-585B05C3,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UBV-21-JIS10R-ALX-585B05C3,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CP-B366732D,Maximum nominal sizes,40A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CP-B366732D,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CP-B366732D,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CP-B366732D,Materials,FC,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
SVLCDC-244EFA5B,Maximum nominal sizes,6A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
SVLCDC-244EFA5B,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
SVLCDC-244EFA5B,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
SVLCDC-244EFA5B,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWC-2F0E12E0,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWC-2F0E12E0,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWC-2F0E12E0,Flow rate class,Medium,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BNWC-2F0E12E0,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSWCN-AD5BAF95,Maximum nominal sizes,50A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSWCN-AD5BAF95,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSWCN-AD5BAF95,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
BSWCN-AD5BAF95,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPS-5E67B882,Maximum nominal sizes,40A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPS-5E67B882,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPS-5E67B882,Flow rate class,High,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LPS-5E67B882,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUCL-089E8ECB,Maximum nominal sizes,12.7 15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUCL-089E8ECB,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUCL-089E8ECB,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUCL-089E8ECB,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
