evidence_id,company,series_id,topic,fact_status,summary,source_type,source_title,source_url,accessed_date,evidence_grade,supports_conclusion,notes
GEMU-SERIES-P600M-P600S-P500M,GEMÜ,P600M/P600S/P500M,Customised product solutions / Multi-port block valves,FACT,Current official product or solution page identifies P600M/P600S/P500M as Multi-port valve blocks made of stainless steel.,官方产品页,GEMÜ P600M/P600S/P500M - Multi-port valve blocks made of stainless steel,https://www.gemu-group.com/en/products/customised-product-solutions/multi-port-block-valves/multi-port-valve-blocks-made-of-stainless-steel/,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-B52,GEMÜ,B52,Valve Technology / Ball Valves,FACT,Current official product or solution page identifies B52 as Electromotive 2/2-way metal ball valve.,官方产品页,GEMÜ B52 - Electromotive 2/2-way metal ball valve,https://www.gemu-group.com/en/products/valve-technology/ball-valves/b52,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-B54,GEMÜ,B54,Valve Technology / Ball Valves,FACT,Current official product or solution page identifies B54 as Electric 2/2-way metal ball valve.,官方产品页,GEMÜ B54 - Electric 2/2-way metal ball valve,https://www.gemu-group.com/en/products/valve-technology/ball-valves/b54,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-BB06,GEMÜ,BB06,Valve Technology / Ball Valves,FACT,Current official product or solution page identifies BB06 as 2/2-way ball valve with free shaft end made of metal.,官方产品页,GEMÜ BB06 - 2/2-way ball valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/ball-valves/bb06,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-BB07,GEMÜ,BB07,Valve Technology / Ball Valves,FACT,Current official product or solution page identifies BB07 as 3/2-way ball valve with free shaft end made of metal.,官方产品页,GEMÜ BB07 - 3/2-way ball valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/ball-valves/bb07,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-BB0F,GEMÜ,BB0F,Valve Technology / Ball Valves,FACT,Current official product or solution page identifies BB0F as 2/2-way ball valve with free shaft end made of metal.,官方产品页,GEMÜ BB0F - 2/2-way ball valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/ball-valves/bb0f,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-411,GEMÜ,411,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 411 as Manual metal shut-off damper.,官方产品页,GEMÜ 411 - Manual metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/411,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-415,GEMÜ,415,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 415 as Pneumatic metal butterfly valve.,官方产品页,GEMÜ 415 - Pneumatic metal butterfly valve,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-417,GEMÜ,417,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 417 as Manual plastic shut-off damper.,官方产品页,GEMÜ 417 - Manual plastic shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-423,GEMÜ,423,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 423 as Electromotive plastic shut-off damper.,官方产品页,GEMÜ 423 - Electromotive plastic shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-428,GEMÜ,428,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 428 as Electromotive metal shut-off damper.,官方产品页,GEMÜ 428 - Electromotive metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/428,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-490,GEMÜ,490,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 490 as Butterfly valve with free shaft end made of metal.,官方产品页,GEMÜ 490 - Butterfly valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/490,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-491,GEMÜ,491,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 491 as Pneumatic metal butterfly valve.,官方产品页,GEMÜ 491 - Pneumatic metal butterfly valve,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/491,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-498,GEMÜ,498,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies 498 as Electromotive metal shut-off damper.,官方产品页,GEMÜ 498 - Electromotive metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/498,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-D458,GEMÜ,D458,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies D458 as Electromotive plastic shut-off damper.,官方产品页,GEMÜ D458 - Electromotive plastic shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/d458,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-D480,GEMÜ,D480,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies D480 as Butterfly valve with free shaft end made of metal.,官方产品页,GEMÜ D480 - Butterfly valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/d480,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-D488,GEMÜ,D488,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies D488 as Electromotive metal shut-off damper.,官方产品页,GEMÜ D488 - Electromotive metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/d488,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-K410,GEMÜ,K410,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies K410 as Butterfly valve with free shaft end made of plastic.,官方产品页,GEMÜ K410 - Butterfly valve with free shaft end made of plastic,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-K415,GEMÜ,K415,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies K415 as Butterfly valve with free shaft end made of metal.,官方产品页,GEMÜ K415 - Butterfly valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R470,GEMÜ,R470,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies R470 as Butterfly valve with free shaft end made of metal.,官方产品页,GEMÜ R470 - Butterfly valve with free shaft end made of metal,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R477,GEMÜ,R477,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies R477 as Manual metal shut-off damper.,官方产品页,GEMÜ R477 - Manual metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R478,GEMÜ,R478,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies R478 as Electromotive metal shut-off damper.,官方产品页,GEMÜ R478 - Electromotive metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R488,GEMÜ,R488,Valve Technology / Butterfly Valves,FACT,Current official product or solution page identifies R488 as Electromotive metal shut-off damper.,官方产品页,GEMÜ R488 - Electromotive metal shut-off damper,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-567,GEMÜ,567,Valve Technology / Diaphragm Seat Valves,FACT,Current official product or solution page identifies 567 as 2/2-way diaphragm globe valve with PD technology.,官方产品页,GEMÜ 567 - 2/2-way diaphragm globe valve with PD technology,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-C53,GEMÜ,C53,Valve Technology / Diaphragm Seat Valves,FACT,Current official product or solution page identifies C53 as Motorized 2/2-way diaphragm globe valve.,官方产品页,GEMÜ C53 - Motorized 2/2-way diaphragm globe valve,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/c53,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-C57,GEMÜ,C57,Valve Technology / Diaphragm Seat Valves,FACT,Current official product or solution page identifies C57 as Manual 2/2-way diaphragm globe valve.,官方产品页,GEMÜ C57 - Manual 2/2-way diaphragm globe valve,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/c57,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-C58,GEMÜ,C58,Valve Technology / Diaphragm Seat Valves,FACT,Current official product or solution page identifies C58 as Pneumatic 3/2-way diaphragm globe valve.,官方产品页,GEMÜ C58 - Pneumatic 3/2-way diaphragm globe valve,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/c58,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-F40,GEMÜ,F40,Valve Technology / Diaphragm Seat Valves,FACT,Current official product or solution page identifies F40 as Pneumatic 2/2-way diaphragm globe valve with PD technology.,官方产品页,GEMÜ F40 - Pneumatic 2/2-way diaphragm globe valve with PD technology,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f40,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-F60,GEMÜ,F60,Valve Technology / Diaphragm Seat Valves,FACT,Current official product or solution page identifies F60 as Electromotive 2/2-way diaphragm globe valve with PD technology.,官方产品页,GEMÜ F60 - Electromotive 2/2-way diaphragm globe valve with PD technology,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-605,GEMÜ,605,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 605 as Pneumatic 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 605 - Pneumatic 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-610,GEMÜ,610,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 610 as Pneumatic 2/2-way diaphragm valve made of plastic.,官方产品页,GEMÜ 610 - Pneumatic 2/2-way diaphragm valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-611,GEMÜ,611,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 611 as Manual 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 611 - Manual 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-612,GEMÜ,612,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 612 as Manual 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 612 - Manual 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-615,GEMÜ,615,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 615 as Pneumatic 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 615 - Pneumatic 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-616,GEMÜ,616,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 616 as Manual 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 616 - Manual 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-620,GEMÜ,620,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 620 as Pneumatic 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 620 - Pneumatic 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-629,GEMÜ,629,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 629 as Electromotive 2/2-way diaphragm valve.,官方产品页,GEMÜ 629 - Electromotive 2/2-way diaphragm valve,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-639,GEMÜ,639,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 639 as Electromotive 2/2-way diaphragm valve.,官方产品页,GEMÜ 639 - Electromotive 2/2-way diaphragm valve,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-649,GEMÜ,649,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 649 as Electromotive 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 649 - Electromotive 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-650,GEMÜ,650,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 650 as Pneumatic 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 650 - Pneumatic 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/650,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-650TL,GEMÜ,650TL,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 650TL as Manual 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 650TL - Manual 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/650tl,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-651,GEMÜ,651,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 651 as Pneumatic 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 651 - Pneumatic 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/651,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-653,GEMÜ,653,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 653 as Manual 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 653 - Manual 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/653,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-654,GEMÜ,654,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 654 as Manual 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 654 - Manual 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-656,GEMÜ,656,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 656 as Pneumatic 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 656 - Pneumatic 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-658,GEMÜ,658,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 658 as Pneumatic 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 658 - Pneumatic 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-660,GEMÜ,660,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 660 as Pneumatic 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 660 - Pneumatic 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-671,GEMÜ,671,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 671 as Manual 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 671 - Manual 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-673,GEMÜ,673,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 673 as Manual 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 673 - Manual 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-673P9,GEMÜ,673P9,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 673P9 as Manual 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ 673P9 - Manual 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-687,GEMÜ,687,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 687 as Pneumatic 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 687 - Pneumatic 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-695,GEMÜ,695,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies 695 as Pneumatic 2/2-way diaphragm valve with metal body.,官方产品页,GEMÜ 695 - Pneumatic 2/2-way diaphragm valve with metal body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-C60,GEMÜ,C60,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies C60 as Pneumatic 2/2-way diaphragm valve made of ultra pure plastic.,官方产品页,GEMÜ C60 - Pneumatic 2/2-way diaphragm valve made of ultra pure plastic,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/c60,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-D40,GEMÜ,D40,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies D40 as Pneumatic 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ D40 - Pneumatic 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/d40,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-D41,GEMÜ,D41,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies D41 as Pneumatic 2/2-way diaphragm valve made of metal.,官方产品页,GEMÜ D41 - Pneumatic 2/2-way diaphragm valve made of metal,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/d41,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R629,GEMÜ,R629,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies R629 as Electromotive 2/2-way diaphragm valve made of plastic.,官方产品页,GEMÜ R629 - Electromotive 2/2-way diaphragm valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/r629,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R647,GEMÜ,R647,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies R647 as Pneumatic 2/2-way diaphragm valve made of plastic.,官方产品页,GEMÜ R647 - Pneumatic 2/2-way diaphragm valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/r647,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R677,GEMÜ,R677,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies R677 as Manual 2/2-way diaphragm valve made of plastic.,官方产品页,GEMÜ R677 - Manual 2/2-way diaphragm valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/r677,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R690,GEMÜ,R690,Valve Technology / Diaphragm Valves,FACT,Current official product or solution page identifies R690 as Pneumatic 2/2-way diaphragm valve made of plastic.,官方产品页,GEMÜ R690 - Pneumatic 2/2-way diaphragm valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/r690,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-Q30,GEMÜ,Q30,Valve Technology / Pinch Valves,FACT,Current official product or solution page identifies Q30 as Pneumatically actuated pinch valve with plastic piston actuator.,官方产品页,GEMÜ Q30 - Pneumatically actuated pinch valve with plastic piston actuator,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-Q40,GEMÜ,Q40,Valve Technology / Pinch Valves,FACT,Current official product or solution page identifies Q40 as Pneumatic pinch valve with stainless steel piston actuator.,官方产品页,GEMÜ Q40 - Pneumatic pinch valve with stainless steel piston actuator,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-Q51,GEMÜ,Q51,Valve Technology / Pinch Valves,FACT,Current official product or solution page identifies Q51 as Electromotive pinch valve.,官方产品页,GEMÜ Q51 - Electromotive pinch valve,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-560,GEMÜ,560,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies 560 as Metal non-return valve.,官方产品页,GEMÜ 560 - Metal non-return valve,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-CV,GEMÜ,CV,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies CV as Non-return valve made of high-purity plastic.,官方产品页,GEMÜ CV - Non-return valve made of high-purity plastic,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/cv,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-N085,GEMÜ,N085,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies N085 as Plastic overflow valve.,官方产品页,GEMÜ N085 - Plastic overflow valve,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-N086,GEMÜ,N086,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies N086 as Plastic pressurising valve.,官方产品页,GEMÜ N086 - Plastic pressurising valve,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-N182,GEMÜ,N182,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies N182 as Plastic pressure reducer.,官方产品页,GEMÜ N182 - Plastic pressure reducer,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-N185,GEMÜ,N185,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies N185 as Plastic overflow valve.,官方产品页,GEMÜ N185 - Plastic overflow valve,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
