type_id,spec_group,spec_key,value_min,value_max,value_text,unit,configuration_scope,source_url,accessed_date,notes
2104,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2104,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2104,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...≤ 1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2104,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2105,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2105,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2105,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx | NEMA Type 4X,,Type-level official page description,https://www.burkert.com/en/type/2105,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2105,environment,protection_rating,,,IP65/67,,Type-level official page description,https://www.burkert.com/en/type/2105,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2105,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2105,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2105,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...≤ 1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2105,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2106,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2106,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2106,compliance,explicit_certifications_or_ratings,,,NEMA Type 4X,,Type-level official page description,https://www.burkert.com/en/type/2106,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2106,environment,protection_rating,,,IP65/67,,Type-level official page description,https://www.burkert.com/en/type/2106,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2106,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/2106,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2106,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2106,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2111,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2111,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2111,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2111,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2111,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2111,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2121,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2121,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2121,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2121,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2121,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2121,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2200,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2200,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2200,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2200,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2300,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2300,compliance,explicit_certifications_or_ratings,,,NEMA Type 4X,,Type-level official page description,https://www.burkert.com/en/type/2300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2300,connection,explicit_connection_types,,,clamp | weld | thread,,Type-level official page description,https://www.burkert.com/en/type/2300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2300,environment,protection_rating,,,IP65/67,,Type-level official page description,https://www.burkert.com/en/type/2300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2300,materials,explicit_materials,,,stainless steel | PTFE,,Type-level official page description,https://www.burkert.com/en/type/2300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2300,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2301,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2301,environment,protection_rating,,,IP65/67,,Type-level official page description,https://www.burkert.com/en/type/2301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2301,materials,explicit_materials,,,stainless steel | PTFE | PEEK,,Type-level official page description,https://www.burkert.com/en/type/2301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2301,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2380,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2380,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2380,materials,explicit_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2380,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2380,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2380,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2400,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2400,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2400,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2400,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2503,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2503,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2504,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2504,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2505,actuation,actuation_method,,,pneumatic | solenoid,,Type-level official page description,https://www.burkert.com/en/type/2505,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2505,connection,explicit_connection_types,,,push-in,,Type-level official page description,https://www.burkert.com/en/type/2505,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2506,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2506,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2507,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2507,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2508,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2508,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2509,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2509,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2510,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2510,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2510,communication,explicit_protocols,,,AS-Interface,,Type-level official page description,https://www.burkert.com/en/type/2510,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2511,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2511,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2511,communication,explicit_protocols,,,AS-Interface,,Type-level official page description,https://www.burkert.com/en/type/2511,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2511,environment,protection_rating,,,IP65,,Type-level official page description,https://www.burkert.com/en/type/2511,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2513,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2513,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2513,compliance,explicit_certifications_or_ratings,,,ATEX,,Type-level official page description,https://www.burkert.com/en/type/2513,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2516,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2516,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2518,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2518,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2610,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2610,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2610,connection,explicit_connection_types,,,weld,,Type-level official page description,https://www.burkert.com/en/type/2610,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2610,materials,explicit_materials,,,stainless steel | PTFE,,Type-level official page description,https://www.burkert.com/en/type/2610,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2610,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2610,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2651,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2651,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2651,connection,explicit_connection_types,,,flange,,Type-level official page description,https://www.burkert.com/en/type/2651,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2651,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2651,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2651,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2651,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2652,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2652,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2652,connection,explicit_connection_types,,,flange | thread,,Type-level official page description,https://www.burkert.com/en/type/2652,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2652,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2652,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2654,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2654,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2654,connection,explicit_connection_types,,,flange,,Type-level official page description,https://www.burkert.com/en/type/2654,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2654,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2654,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2654,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2654,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2655,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2655,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2655,connection,explicit_connection_types,,,flange | thread,,Type-level official page description,https://www.burkert.com/en/type/2655,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2655,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2655,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2657,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2657,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2657,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/2657,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2657,materials,explicit_materials,,,plastic,,Type-level official page description,https://www.burkert.com/en/type/2657,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2658,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2658,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2658,connection,explicit_connection_types,,,flange | thread,,Type-level official page description,https://www.burkert.com/en/type/2658,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2658,materials,explicit_materials,,,plastic,,Type-level official page description,https://www.burkert.com/en/type/2658,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2660,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/2660,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2660,connection,explicit_connection_types,,,flange,,Type-level official page description,https://www.burkert.com/en/type/2660,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2660,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/2660,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2660,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/2660,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2664,actuation,actuation_method,,,electromotive,,Type-level official page description,https://www.burkert.com/en/type/2664,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2671,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2671,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2671,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2671,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2671,materials,explicit_materials,,,PFA,,Type-level official page description,https://www.burkert.com/en/type/2671,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2672,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2672,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2672,connection,explicit_connection_types,,,flange | thread,,Type-level official page description,https://www.burkert.com/en/type/2672,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2672,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2672,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2674,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/2674,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2674,materials,explicit_materials,,,EPDM | PVDF | plastic,,Type-level official page description,https://www.burkert.com/en/type/2674,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2674,seals,explicit_seal_materials,,,EPDM,,Type-level official page description,https://www.burkert.com/en/type/2674,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2702,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/2702,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2702,connection,explicit_connection_types,,,weld,,Type-level official page description,https://www.burkert.com/en/type/2702,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2702,materials,explicit_materials,,,stainless steel | PTFE,,Type-level official page description,https://www.burkert.com/en/type/2702,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2702,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2702,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2707,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2707,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2707,connection,explicit_connection_types,,,hose,,Type-level official page description,https://www.burkert.com/en/type/2707,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2712,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2712,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2712,connection,explicit_connection_types,,,weld | flange | thread,,Type-level official page description,https://www.burkert.com/en/type/2712,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2712,materials,explicit_materials,,,stainless steel | PTFE,,Type-level official page description,https://www.burkert.com/en/type/2712,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2712,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2712,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2730,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2730,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2730,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2730,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2730,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2730,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2730,materials,explicit_materials,,,stainless steel | PVDF | plastic,,Type-level official page description,https://www.burkert.com/en/type/2730,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2731,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2731,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2731,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2731,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2731,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2731,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2731,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2731,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2731,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2731,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2732,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2732,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2732,compliance,explicit_certifications_or_ratings,,,FDA,,Type-level official page description,https://www.burkert.com/en/type/2732,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2732,connection,explicit_connection_types,,,weld,,Type-level official page description,https://www.burkert.com/en/type/2732,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2822,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2822,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2822,dimensions,diameter_range_1,0.05,1.0,DN 0.05 ... 1.0 mm,mm,Type-level official page description,https://www.burkert.com/en/type/2822,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2822,operating_limits,pressure_range_1,0,10,0 ... 10 bar,bar,Type-level official page description,https://www.burkert.com/en/type/2822,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2824,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2824,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2824,dimensions,diameter_range_1,0.8,2.0,DN 0.8 ... 2.0 mm,mm,Type-level official page description,https://www.burkert.com/en/type/2824,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2833,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2833,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2833,dimensions,diameter_range_1,0.8,4,DN 0.8 ... 4 mm,mm,Type-level official page description,https://www.burkert.com/en/type/2833,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2833,operating_limits,pressure_range_1,0,16,0 ... 16 bar,bar,Type-level official page description,https://www.burkert.com/en/type/2833,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2835,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2835,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2835,dimensions,diameter_range_1,2,8,DN 2 to 8 mm,mm,Type-level official page description,https://www.burkert.com/en/type/2835,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2835,operating_limits,pressure_range_1,0,25,0 to 25 bar,bar,Type-level official page description,https://www.burkert.com/en/type/2835,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2836,operating_limits,pressure_range_1,0,25,0…25 bar,bar,Type-level official page description,https://www.burkert.com/en/type/2836,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2852,connection,explicit_connection_types,,,flange,,Type-level official page description,https://www.burkert.com/en/type/2852,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2852,operating_limits,pressure_max_1,,7,Operating pressure up to 7 bar(g),bar,Type-level official page description,https://www.burkert.com/en/type/2852,2026-06-09,Explicit upper limit extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2853,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2853,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2861,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2861,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2861,dimensions,nominal_diameter_dn_range_1,0.8,2.0,DN 0.8…DN 2.0,DN,Type-level official page description,https://www.burkert.com/en/type/2861,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2863,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2863,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2865,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/2865,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2865,dimensions,nominal_diameter_dn_range_1,2,8,DN 2…DN 8,DN,Type-level official page description,https://www.burkert.com/en/type/2865,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
2920,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2920,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2920,connection,explicit_connection_types,,,clamp | weld,,Type-level official page description,https://www.burkert.com/en/type/2920,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2920,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2920,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2920,materials,explicit_materials,,,stainless steel | PTFE | PEEK | plastic,,Type-level official page description,https://www.burkert.com/en/type/2920,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2920,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2920,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2921,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2921,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2921,connection,explicit_connection_types,,,clamp | weld,,Type-level official page description,https://www.burkert.com/en/type/2921,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2921,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2921,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2921,materials,explicit_materials,,,stainless steel | PTFE | PEEK | plastic,,Type-level official page description,https://www.burkert.com/en/type/2921,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2921,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2921,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2933,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2933,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2933,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2933,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2933,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2933,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2933,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2933,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2933,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2933,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2934,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2934,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2934,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2934,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2934,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2934,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2934,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2934,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2935,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2935,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2935,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2935,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2935,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2935,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2935,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2935,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2960,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2960,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2960,connection,explicit_connection_types,,,clamp | weld,,Type-level official page description,https://www.burkert.com/en/type/2960,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2960,materials,explicit_materials,,,stainless steel | PTFE | PEEK | plastic,,Type-level official page description,https://www.burkert.com/en/type/2960,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2960,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2960,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2961,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2961,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2961,connection,explicit_connection_types,,,clamp | weld | flange,,Type-level official page description,https://www.burkert.com/en/type/2961,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2961,materials,explicit_materials,,,stainless steel | PTFE | PEEK | plastic,,Type-level official page description,https://www.burkert.com/en/type/2961,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2961,seals,explicit_seal_materials,,,PTFE,,Type-level official page description,https://www.burkert.com/en/type/2961,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2973,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2973,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2973,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2973,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2973,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2973,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2973,materials,explicit_materials,,,plastic,,Type-level official page description,https://www.burkert.com/en/type/2973,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2973,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...≤ 1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2973,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2974,actuation,actuation_method,,,manual,,Type-level official page description,https://www.burkert.com/en/type/2974,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2974,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2974,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2974,materials,explicit_materials,,,plastic,,Type-level official page description,https://www.burkert.com/en/type/2974,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
