record_id,catalogue_title,category,subcategory,product_group,model_numbers,maximum_nominal_sizes,cleanliness,flow_rate_class,materials,pharma_relevance,pharma_basis,pharma_applications,english_catalogue_url,chinese_catalogue_url,official_index_url,accessed_date,evidence_grade,notes
VUBV-141P-9F34B97C,V-Series Trunnion Ball Valves VUBV Series,Manual Valves,1-4. Ball Valves,Ball Valves,VUBV-141P,8A,*,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_07.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
BNWM-BNWC-66C6E5BE,BNW SERIES WEIR DIAPHRAGM VALVES,Manual Valves,1-5. Diaphragm Valves,Weir Diaphragm Valves,BNWM BNWC,50A,Class 1,Medium,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
BSW-F5AFD21C,BNW SERIES WEIRLESS DIAPHRAGM VALVES,Manual Valves,1-5. Diaphragm Valves,Weir Diaphragm Valves,BSW,50A,Class 1,High,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_02.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
LPSM-LPSL-88A88889,LPS SERIES WEIRLESS DIAPHRAGM LPS VALVES,Manual Valves,1-5. Diaphragm Valves,Weir Diaphragm Valves,LPSM LPSL,40A,Class 1,High,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_03.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
BPV-HIN-9B49F6A4,BNW SERIES SOLUTION PINCH VALVE SYSTEMS (BPV SERIES),Manual Valves,1-6.Pinch Valves,Pinch Valves,BPV-HIN,1 in.,*,-,-,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_05.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
APR-PUBF-2ED29DC6,Stainless Steel Bellows Valves 1MPa Type,Automatic Valves,2-1. Globe Valves,Bellows Valves,APR-PUBF,12.7,Class 1,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FPR-862DCDEF,FINE series PURE Bellows ・ Metal Diaphragm series,Automatic Valves,2-1. Globe Valves,Bellows Valves,FPR,12.7,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/710-01_pure_bellows_eng.pdf,https://www.fujikin.co.jp/support/pdf/710-01_pure_bellows_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FPR-PA-FPR-HT-0B085CD4,"FINE series PURE High Temperature Valve Series ""Kiwami""",Automatic Valves,2-1. Globe Valves,Bellows Valves,FPR-PA FPR-HT,12.7,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/700-05_high_tem_eng.pdf,https://www.fujikin.co.jp/support/pdf/700-05_high_tem_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FPR-ND-5A1EA9DE,FINE series PURE NEW MEGA Series,Automatic Valves,2-1. Globe Valves,Metal Diaphragm Valves,FPR-ND,12.7,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/megae_new_mega.pdf,https://www.fujikin.co.jp/support/pdf/megac_new_mega.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FPR-NDF-FPR-UDF-42027ECB,"FINE series PURE High Flow Valve series ""Kiwami""",Automatic Valves,2-1. Globe Valves,Metal Diaphragm Valves,FPR-NDF FPR-UDF,12.7,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/fufde_high_flow.pdf,https://www.fujikin.co.jp/support/pdf/700-04_high_flow_chnk.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FPR-NHD-FSR-SD-19EC4263,"FINE series PURE High Durability Valve Series ""Kiwami""",Automatic Valves,2-1. Globe Valves,Metal Diaphragm Valves,FPR-NHD FSR-SD,12.7,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/700-03_high_e_eng.pdf,https://www.fujikin.co.jp/support/pdf/700-03_high_e_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FPR-NSD-71SS2-2A68F33E,FINE series PURE Adjustable Dual Flow Valves,Automatic Valves,2-1. Globe Valves,Metal Diaphragm Valves,FPR-NSD-71SS2,6.35,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/710-02_pure_2dan_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FWB-R-71-724C7B60,"FINE series PURE High temperature Valve series ""Kiwami""",Automatic Valves,2-1. Globe Valves,Metal Diaphragm Valves,FWB(R)-71,9.52,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/700-05_high_tem_eng.pdf,https://www.fujikin.co.jp/support/pdf/700-05_high_tem_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FWBR-C72E3A7D,"FINE series PURE High Temperature Valve series ""Kiwami""",Automatic Valves,2-1. Globe Valves,Metal Diaphragm Valves (All Metal),FWBR,12.7,Complete,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/700-05_high_tem_eng.pdf,https://www.fujikin.co.jp/support/pdf/700-05_high_tem_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
C1-C3-C67BF803,PRETRONIC® AR2000,Automatic Valves,2-1. Globe Valves,Needle Valves,C1 C3,25A 12.7,Class 2,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/135_ar2000_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
E32GM3R4-7100-40C363D8,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,Automatic Valves,2-1. Globe Valves,Needle Valves,E32GM3R4-7100,9.52,*,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
E32M3R4-7100-FF2050A2,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,Automatic Valves,2-1. Globe Valves,Needle Valves,E32M3R4-7100,14.2,*,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
M2-M3-FEA975F3,Diaphragm Type Mini Control Valves MINUCON,Automatic Valves,2-1. Globe Valves,Needle Valves,M2 M3,25A 12.7,Class 2,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/minue_minucon.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
S1-E864C3F7,Electric Valves Pretronic® SR100M,Automatic Valves,2-1. Globe Valves,Needle Valves,S1,10A,*,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
S2-S3-C710600E,PRETRONIC® SR100,Automatic Valves,2-1. Globe Valves,Needle Valves,S2 S3,25A 12.7,Class 2,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/136_sr100_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
S5-ABAEA1F6,Electric Valves Pretronic® SR100E High Performance & Small Control Valves,Automatic Valves,2-1. Globe Valves,Needle Valves,S5,15A,Class 2,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
APR-GUH-7100-1BD56CD2,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,Automatic Valves,2-1. Globe Valves,Stop Valves,APR-GUH-7100,9.52,*,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
APR-GUH-7100M-6F3A99AF,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,Automatic Valves,2-1. Globe Valves,Stop Valves,APR-GUH-7100M,9.52,*,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
M3R4-8100-7CCC518C,Valves & Fittings for Ultra High-Pressure Hydrogen Gas 99.9MPa Isolation Valves (Compact Type),Automatic Valves,2-1. Globe Valves,Stop Valves,M3R4-8100,14.2,*,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
BYCFO-BYCFU-BF751B4A,BY SERIES ANGLE SEAT VALVES,Automatic Valves,2-2. Y Type Valves,ANGLE SEAT VALVES,BYCFO BYCFU,50A,*,High,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_04.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
C1-C3-ACE55872,PRETRONIC® AR2000,Automatic Valves,2-3. Angle Valves,Needle Valves,C1 C3,25A 12.7,Class 2,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/135_ar2000_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
M2-M3-D64FEC55,Diaphragm Type Mini Control Valves MINUCON,Automatic Valves,2-3. Angle Valves,Needle Valves,M2 M3,25A 12.7,Class 2,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/minue_minucon.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
S2-S3-98D5ADB7,PRETRONIC® SR100,Automatic Valves,2-3. Angle Valves,Needle Valves,S2 S3,25A 12.7,Class 2,Low,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/136_sr100_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
AFMO-01-ECC01838,Ball valves [Automatic (pneumatic/electric)] 3.92/0.98MPa [AFMO-40R，AFMO-01，DM-UBV],Automatic Valves,2-4. Ball Valves,Ball Valves,AFMO-01,25A,*,Medium,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
AFMO-40R-5AA833E0,Ball valves [Automatic (pneumatic/electric)] 3.92/0.98MPa [AFMO-40R，AFMO-01，DM-UBV],Automatic Valves,2-4. Ball Valves,Ball Valves,AFMO-40R,50A,*,Medium,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
APR-VUBV-F42F1943,V-Series 3 Piece Ball Valves 15.1MPa VUBV Series,Automatic Valves,2-4. Ball Valves,Ball Valves,APR-VUBV,25A 25.4,*,Medium,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_05.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,"V-Series Ball Valves VUBV, VUBVS Series",Automatic Valves,2-4. Ball Valves,Ball Valves,"APR-VUBV,VUBVS-120,920P APDM-VUBV,VUBVS-120,920P",20A 19.05,*,Medium,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_06.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
CBV3-CC5A55B4,Fine Ceramic Valves COSMIX™,Automatic Valves,2-4. Ball Valves,Ball Valves,CBV3,150A,*,Medium,FC,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/133_cosmix_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
DM-UBV-AE1FA62A,Compact Electric Ball Valves (3.92MPa) AFCON・DM-UBV Series,Automatic Valves,2-4. Ball Valves,Ball Valves,DM-UBV,20A,*,Medium,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UBV-21-JIS10R-ALX-585B05C3,"Flange, Butt Weld TypeJIS10K Ball Valves",Automatic Valves,2-4. Ball Valves,Ball Valves,UBV-21-JIS10R-ALX,100A,Complete,High,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
CP-B366732D,Fine Ceramic Valves COSMIX™,Automatic Valves,2-5. Gate Valves,Gate Valves,CP,40A,*,Medium,FC,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/133_cosmix_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
SVLCDC-244EFA5B,SVLCD VALVES Small volume filling valve,Automatic Valves,2-6. Diaphragm Valves,Small volume filling valves,SVLCDC,6A,Class 1,Low,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/lcd1e_svlcd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
BNWC-2F0E12E0,BNW SERIES WEIR DIAPHRAGM VALVES,Automatic Valves,2-6. Diaphragm Valves,Weir Diaphragm Valves,BNWC,50A,Class 1,Medium,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
BSWCN-AD5BAF95,BNW SERIES WEIRLESS DIAPHRAGM VALVES,Automatic Valves,2-6. Diaphragm Valves,Weirless Diaphragm Valves,BSWCN,50A,Class 1,High,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_02.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
LPS-5E67B882,LPS SERIES WEIRLESS DIAPHRAGM LPS VALVES,Automatic Valves,2-6. Diaphragm Valves,Weirless Diaphragm Valves,LPS,40A,Class 1,High,S,HIGH,Official diaphragm/life-science catalogue family or hygienic filling/pinch family.,卫生流体、制药设备、CIP/SIP或灌装；必须按具体型号核对。,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_03.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUCL-089E8ECB,FINE series PURE Standard series,Other Valves,3-1. Self-Actuating,Check Valves,FUCL,12.7 15A,Complete,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/fu05e_pure_standard.pdf,https://www.fujikin.co.jp/support/pdf/701-01_pure_standard_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
PUCL-1CB43017,Stainless Steel Line Check Valves 22MPa Type,Other Valves,3-1. Self-Actuating,Check Valves,PUCL,12.7,Class 2,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_19.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UCL-7100-18526106,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,Other Valves,3-1. Self-Actuating,Check Valves,UCL-7100,14.2,*,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
VURF-041L-A0FBCCEA,V-Series Relief Valves VURF Series,Other Valves,3-1. Self-Actuating,Relief Valves,VURF-041L,12.7,*,Low,S,LOW,Current official catalogue row without a direct pharma-use signal.,,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_18.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
PDW-6B6AF5A0,POWERFULLOK Tube Connectors Brass,Fittings,4-1. Double Compression Ring Type,Brass,PDW,12.7,*,,C,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_02.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
F900-5473313A,FINE series PURE F900 Tube Fitting Series FINELOK・PURE,Fittings,4-1. Double Compression Ring Type,Stainless Steel,F900,25A 25.4,Complete,,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/702-01_pure_f900_eng.pdf,https://www.fujikin.co.jp/support/pdf/702-01_pure_f900_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
LF900-B2B76351,FINE series PURE LF900 Tube Fitting Series FINELOK・PURE (For Liquid),Fittings,4-1. Double Compression Ring Type,Stainless Steel,LF900,15A 12.7,Complete,,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
PUW-C0414221,POWERFULLOK Tube Fittings SUS316,Fittings,4-1. Double Compression Ring Type,Stainless Steel,PUW,25A 25.4,*,,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/721_powerfullok_sus_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
VUW-42955F30,V-Lok Tube Connectors,Fittings,4-1. Double Compression Ring Type,Stainless Steel,VUW,25A 25.4,*,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
RH-0F3C82DB,Ring Joints & Miniature Valves,Fittings,4-2. Ring Type,Brass,RH,15A 12.7,*,,C,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UJR-28559EEE,FINE series PURE UJR Fittings・Auto Weld series,Fittings,4-3. Union Gasket Type,Stainless Steel,UJR,19.05,Complete,,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/720-01_pure_ujr_eng.pdf,https://www.fujikin.co.jp/support/pdf/ujr1c_pure_ujr.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UPG-A9B37E7E,FINE series PURE UPG Fittings series,Fittings,4-3. Union Gasket Type,Stainless Steel,UPG,12.7,Complete,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/upg1e_pure_upg.pdf,https://www.fujikin.co.jp/support/pdf/729-01_pure_upg_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UJL-UJT-B170D197,FINE series PURE UJR Fittings・Auto Weld series,Fittings,4-4. Welding Type,Stainless Steel,UJL UJT,12.7,Complete,,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/720-01_pure_ujr_eng.pdf,https://www.fujikin.co.jp/support/pdf/720-01_pure_ujr_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UJUN-UJU-189E9912,"Valves & Fittings for Ultra High-Pressure Hydrogen Gas Less Than 50MPa, More Than 99.9MPa",Fittings,4-5. Cone & Thread Type,Stainless Steel,UJUN UJU,14.2,*,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
