series_id,spec_key,value_text,source_url,accessed_date,notes
550,Body configurations,Angle valve body Straight through body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Body materials,"1.4408, investment casting material 1.4435, investment casting material",https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Conformities,ATEX CRN EAC FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 RoHS TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Connection standards,ANSI ASME BS DIN EN ISO NPT SMS,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Media temperature,-40 to 210 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Nominal sizes,DN 6 to 80,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Operating pressure,0 to 25 bar,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
550,Seat seal materials,"1.4404 PTFE PTFE, reinforced",https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,Exact text from the official product-page technical details table.
553,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Body configurations,Multi-port body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Body materials,"1.4408, investment casting material",https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Conformities,FDA Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 RoHS,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Connection standards,DIN ISO NPT,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Connection types,thread,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Media temperature,-10 to 180 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Nominal sizes,DN 15 to 20,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Operating pressure,0 to 25 bar,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
553,Seat seal materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,Exact text from the official product-page technical details table.
554,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Body configurations,Angle valve body Straight through body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Body materials,"1.4408, investment casting material 1.4435, investment casting material",https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Conformities,ATEX CRN EAC FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 RoHS TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Connection standards,ANSI ASME BS DIN EN ISO JIS NPT SMS,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Media temperature,-10 to 180 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Nominal sizes,DN 6 to 80,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Operating pressure,0 to 25 bar,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
554,Seat seal materials,"1.4404 PTFE PTFE, reinforced",https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,Exact text from the official product-page technical details table.
555,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Body materials,"1.4435 (316L), block material 1.4435, investment casting material",https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Conformities,ATEX CRN EAC FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 USP,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Connection standards,ASME DIN EN ISO,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Connection types,Clamp Spigot,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Media temperature,-10 to 185 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Nominal sizes,DN 8 to 80,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
555,Seat seal materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,Exact text from the official product-page technical details table.
560,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Body materials,"1.4408, investment casting material 1.4435 (BN2), forged material 1.4435, investment casting material",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Conformities,ATEX EAC FDA RoHS,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Connection standards,ANSI ASME DIN EN ISO SMS,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Connection types,Clamp Flange Spigot Threaded connection,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Media temperature,-10 to 180 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Nominal sizes,DN 6 to 50,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Operating pressure,"0,2 to 25 bar",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
560,Seal materials,PFA PTFE,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/560,2026-06-09,Exact text from the official product-page technical details table.
565,Ambient temperature,-15 to 55 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Body materials,PVC-U PVDF,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Connection standards,DIN,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Connection types,thread Union end,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Media temperature,-20 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Nominal sizes,DN 3 to 15,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
565,Seat seal materials,EPDM FKM,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,Exact text from the official product-page technical details table.
566,Actuating speed,max. 3 mm/s,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Ambient temperature,-15 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Body materials,ASTM A351 CF3M,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Conformities,EAC FDA RoHS,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Connection types,Clamp thread,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Media temperature,0 to 90 °C,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Nominal sizes,DN 8 to 20,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Protection class,IP65,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Seat seal materials,EPDM,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
566,Supply voltage,24 V DC,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,Exact text from the official product-page technical details table.
567,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,Exact text from the official product-page technical details table.
567,Body materials,"1.4435 (316L), block material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,Exact text from the official product-page technical details table.
567,Conformities,3A BSE/TSE EAC FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,Exact text from the official product-page technical details table.
567,Media temperature,-10 to 160 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,Exact text from the official product-page technical details table.
567,Nominal sizes,DN 8 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,Exact text from the official product-page technical details table.
567,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/567,2026-06-09,Exact text from the official product-page technical details table.
605,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Body configurations,Straight through body T body Tank valve body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Conformities,3A BSE/TSE CRN EAC EHEDG FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Connection standards,ANSI ASME BS DIN EN ISO JIS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Diaphragm materials,EPDM PTFE/EPDM PTFE/FKM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Nominal sizes,DN 4 to 15,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Operating pressure,0 to 8 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
605,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/605,2026-06-09,Exact text from the official product-page technical details table.
610,Ambient temperature,-10 to 50 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Body materials,"PP, reinforced PP-H, natural PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Conformities,ACS EAC FDA FMEDA System 1+,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Connection standards,BS DIN ISO,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Connection types,Flare Solvent cement socket Spigot thread Union end,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Diaphragm materials,EPDM FKM NBR PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Media temperature,-10 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Nominal sizes,DN 12 to 20,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
610,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/610,2026-06-09,Exact text from the official product-page technical details table.
611,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Body materials,"(316L), forging material 1.4435, investment casting material CW617N, brass",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Conformities,EAC FDA,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Connection standards,ANSI ASME BS DIN EN ISO JIS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Diaphragm materials,EPDM FKM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Media temperature,-10 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Nominal sizes,DN 10 to 20,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
611,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/611,2026-06-09,Exact text from the official product-page technical details table.
612,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Body configurations,Multi-port body Straight through body Tank valve body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435, investment casting material 1.4539 (904L), block material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Conformities,3A Belgaqua CRN EAC FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act),https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Diaphragm materials,EPDM FKM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Nominal sizes,DN 10 to 20,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
612,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/612,2026-06-09,Exact text from the official product-page technical details table.
615,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Conformities,Belgaqua BSE/TSE EAC FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Connection standards,ANSI ASME BS DIN EN JIS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Diaphragm materials,EPDM PTFE/EPDM PTFE/FKM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Media temperature,-10 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Nominal sizes,DN 10 to 20,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
615,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/615,2026-06-09,Exact text from the official product-page technical details table.
616,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Body configurations,i-body Multi-port body Straight through body T body Tank valve body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435 (316L), investment casting material 1.4435 (BN2), forged material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Conformities,Belgaqua BSE/TSE EAC FDA Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Connection standards,ANSI ASME BS DIN EN ISO JIS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Diaphragm materials,EPDM FKM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Nominal sizes,DN 4 to 20,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
616,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/616,2026-06-09,Exact text from the official product-page technical details table.
620,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Body configurations,2/2-way body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Body materials,"EN-GJL-250, cast iron material EN-GJS-400-18-LT (GGG 40.3), PFA lined EN-GJS-400-18-LT (GGG 40.3), PP lined EN-GJS-400-18-LT, hard rubber lined EN-GJS-400-18-LT, SG iron material EN-GJS-400-18-LT, SG iron material with butyl lining EN-GJS-400-18-LT, SG iron material with soft rubber lining EN-GJS-500-7, ductile iron material, PFA lined EN-GJS-500-7, ductile iron material, PP lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Conformities,CRN EAC FDA TA Luft (German Clean Air Act),https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Connection standards,ANSI BS EN ISO,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Connection types,Flange Threaded connection,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Diaphragm materials,CR EPDM FKM NBR PTFE/EPDM PTFE/FKM PTFE/PVDF/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Media temperature,0 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Nominal sizes,DN 15 to 150,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
620,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/620,2026-06-09,Exact text from the official product-page technical details table.
629,Actuating speed,max. 3 mm/s,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Ambient temperature,-10 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Body configurations,i-body Multi-port body Straight through body T body Tank valve body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Body lining,Hard rubber PFA PP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Body materials,"(316L), forging material 1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material CW614N, brass CW617N, brass EN-GJS-400-18-LT (GGG 40.3) EN-GJS-400-18-LT, SG iron material with hard rubber lining EN-GJS-400-18-LT, SG iron material, PFA lined EN-GJS-400-18-LT, SG iron material, PP lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Conformities,Belgaqua EAC EHEDG FDA Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Diaphragm materials,CR EPDM FKM NBR PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Media temperature,-10 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Nominal sizes,DN 4 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Operating pressure,0 Up to 6 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Protection class,IP 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
629,Supply voltage,24 V DC,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/629,2026-06-09,Exact text from the official product-page technical details table.
639,Actuating speed,max. 3 mm/s,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Ambient temperature,0 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
