evidence_id,company,record_id,topic,fact_status,summary,source_type,source_title,source_url,accessed_date,evidence_grade,supports_conclusion,notes
FUJIKIN-SERIES-VUBV-VUBVS-120-920PP-VUBV-VUBVS-020P-VUBVS-320P-VUBVT-9-E85A816A,Fujikin,VUBV-VUBVS-120-920PP-VUBV-VUBVS-020P-VUBVS-320P-VUBVT-9-E85A816A,Manual Valves / 1-4. Ball Valves,FACT,"The current official catalogue index lists V-Series Ball Valves VUBV, VUBVS Series with model code(s) VUBV, VUBVS-120, 920PP VUBV, VUBVS-020P VUBVS-320P VUBVT-920P VUBVS-120, 920P.",官方产品目录,"V-Series Ball Valves VUBV, VUBVS Series",https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_06.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-VUBV-115-VUBV-915-D5E1D695,Fujikin,VUBV-115-VUBV-915-D5E1D695,Manual Valves / 1-4. Ball Valves,FACT,The current official catalogue index lists V-Series 3 Piece Ball Valves 15.1MPa VUBV Series with model code(s) VUBV-115 VUBV-915.,官方产品目录,V-Series 3 Piece Ball Valves 15.1MPa VUBV Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_05.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-VUBV-141P-9F34B97C,Fujikin,VUBV-141P-9F34B97C,Manual Valves / 1-4. Ball Valves,FACT,The current official catalogue index lists V-Series Trunnion Ball Valves VUBV Series with model code(s) VUBV-141P.,官方产品目录,V-Series Trunnion Ball Valves VUBV Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_07.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-BNWM-BNWC-66C6E5BE,Fujikin,BNWM-BNWC-66C6E5BE,Manual Valves / 1-5. Diaphragm Valves,FACT,The current official catalogue index lists BNW SERIES WEIR DIAPHRAGM VALVES with model code(s) BNWM BNWC.,官方产品目录,BNW SERIES WEIR DIAPHRAGM VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-BSW-F5AFD21C,Fujikin,BSW-F5AFD21C,Manual Valves / 1-5. Diaphragm Valves,FACT,The current official catalogue index lists BNW SERIES WEIRLESS DIAPHRAGM VALVES with model code(s) BSW.,官方产品目录,BNW SERIES WEIRLESS DIAPHRAGM VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_02.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-LPSM-LPSL-88A88889,Fujikin,LPSM-LPSL-88A88889,Manual Valves / 1-5. Diaphragm Valves,FACT,The current official catalogue index lists LPS SERIES WEIRLESS DIAPHRAGM LPS VALVES with model code(s) LPSM LPSL.,官方产品目录,LPS SERIES WEIRLESS DIAPHRAGM LPS VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_03.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-BPV-HIN-9B49F6A4,Fujikin,BPV-HIN-9B49F6A4,Manual Valves / 1-6.Pinch Valves,FACT,The current official catalogue index lists BNW SERIES SOLUTION PINCH VALVE SYSTEMS (BPV SERIES) with model code(s) BPV-HIN.,官方产品目录,BNW SERIES SOLUTION PINCH VALVE SYSTEMS (BPV SERIES),https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_05.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-APR-PUBF-2ED29DC6,Fujikin,APR-PUBF-2ED29DC6,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Stainless Steel Bellows Valves 1MPa Type with model code(s) APR-PUBF.,官方产品目录,Stainless Steel Bellows Valves 1MPa Type,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FPR-862DCDEF,Fujikin,FPR-862DCDEF,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists FINE series PURE Bellows ・ Metal Diaphragm series with model code(s) FPR.,官方产品目录,FINE series PURE Bellows ・ Metal Diaphragm series,https://www.fujikin.co.jp/support/pdf/710-01_pure_bellows_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FPR-PA-FPR-HT-0B085CD4,Fujikin,FPR-PA-FPR-HT-0B085CD4,Automatic Valves / 2-1. Globe Valves,FACT,"The current official catalogue index lists FINE series PURE High Temperature Valve Series ""Kiwami"" with model code(s) FPR-PA FPR-HT.",官方产品目录,"FINE series PURE High Temperature Valve Series ""Kiwami""",https://www.fujikin.co.jp/support/pdf/700-05_high_tem_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FPR-ND-5A1EA9DE,Fujikin,FPR-ND-5A1EA9DE,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists FINE series PURE NEW MEGA Series with model code(s) FPR-ND.,官方产品目录,FINE series PURE NEW MEGA Series,https://www.fujikin.co.jp/support/pdf/megae_new_mega.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FPR-NDF-FPR-UDF-42027ECB,Fujikin,FPR-NDF-FPR-UDF-42027ECB,Automatic Valves / 2-1. Globe Valves,FACT,"The current official catalogue index lists FINE series PURE High Flow Valve series ""Kiwami"" with model code(s) FPR-NDF FPR-UDF.",官方产品目录,"FINE series PURE High Flow Valve series ""Kiwami""",https://www.fujikin.co.jp/support/pdf/fufde_high_flow.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FPR-NHD-FSR-SD-19EC4263,Fujikin,FPR-NHD-FSR-SD-19EC4263,Automatic Valves / 2-1. Globe Valves,FACT,"The current official catalogue index lists FINE series PURE High Durability Valve Series ""Kiwami"" with model code(s) FPR-NHD FSR-SD.",官方产品目录,"FINE series PURE High Durability Valve Series ""Kiwami""",https://www.fujikin.co.jp/support/pdf/700-03_high_e_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FPR-NSD-71SS2-2A68F33E,Fujikin,FPR-NSD-71SS2-2A68F33E,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists FINE series PURE Adjustable Dual Flow Valves with model code(s) FPR-NSD-71SS2.,官方产品目录,FINE series PURE Adjustable Dual Flow Valves,https://www.fujikin.co.jp/support/pdf/710-02_pure_2dan_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FWB-R-71-724C7B60,Fujikin,FWB-R-71-724C7B60,Automatic Valves / 2-1. Globe Valves,FACT,"The current official catalogue index lists FINE series PURE High temperature Valve series ""Kiwami"" with model code(s) FWB(R)-71.",官方产品目录,"FINE series PURE High temperature Valve series ""Kiwami""",https://www.fujikin.co.jp/support/pdf/700-05_high_tem_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FWBR-C72E3A7D,Fujikin,FWBR-C72E3A7D,Automatic Valves / 2-1. Globe Valves,FACT,"The current official catalogue index lists FINE series PURE High Temperature Valve series ""Kiwami"" with model code(s) FWBR.",官方产品目录,"FINE series PURE High Temperature Valve series ""Kiwami""",https://www.fujikin.co.jp/support/pdf/700-05_high_tem_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-C1-C3-C67BF803,Fujikin,C1-C3-C67BF803,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists PRETRONIC® AR2000 with model code(s) C1 C3.,官方产品目录,PRETRONIC® AR2000,https://www.fujikin.co.jp/support/pdf/135_ar2000_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-E32GM3R4-7100-40C363D8,Fujikin,E32GM3R4-7100-40C363D8,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas with model code(s) E32GM3R4-7100.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-E32M3R4-7100-FF2050A2,Fujikin,E32M3R4-7100-FF2050A2,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas with model code(s) E32M3R4-7100.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-M2-M3-FEA975F3,Fujikin,M2-M3-FEA975F3,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Diaphragm Type Mini Control Valves MINUCON with model code(s) M2 M3.,官方产品目录,Diaphragm Type Mini Control Valves MINUCON,https://www.fujikin.co.jp/support/pdf/minue_minucon.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-S1-E864C3F7,Fujikin,S1-E864C3F7,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Electric Valves Pretronic® SR100M with model code(s) S1.,官方产品目录,Electric Valves Pretronic® SR100M,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-S2-S3-C710600E,Fujikin,S2-S3-C710600E,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists PRETRONIC® SR100 with model code(s) S2 S3.,官方产品目录,PRETRONIC® SR100,https://www.fujikin.co.jp/support/pdf/136_sr100_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-S5-ABAEA1F6,Fujikin,S5-ABAEA1F6,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Electric Valves Pretronic® SR100E High Performance & Small Control Valves with model code(s) S5.,官方产品目录,Electric Valves Pretronic® SR100E High Performance & Small Control Valves,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-APR-GUH-7100-1BD56CD2,Fujikin,APR-GUH-7100-1BD56CD2,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas with model code(s) APR-GUH-7100.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-APR-GUH-7100M-6F3A99AF,Fujikin,APR-GUH-7100M-6F3A99AF,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas with model code(s) APR-GUH-7100M.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-M3R4-8100-7CCC518C,Fujikin,M3R4-8100-7CCC518C,Automatic Valves / 2-1. Globe Valves,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas 99.9MPa Isolation Valves (Compact Type) with model code(s) M3R4-8100.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas 99.9MPa Isolation Valves (Compact Type),https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-BYCFO-BYCFU-BF751B4A,Fujikin,BYCFO-BYCFU-BF751B4A,Automatic Valves / 2-2. Y Type Valves,FACT,The current official catalogue index lists BY SERIES ANGLE SEAT VALVES with model code(s) BYCFO BYCFU.,官方产品目录,BY SERIES ANGLE SEAT VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_04.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-C1-C3-ACE55872,Fujikin,C1-C3-ACE55872,Automatic Valves / 2-3. Angle Valves,FACT,The current official catalogue index lists PRETRONIC® AR2000 with model code(s) C1 C3.,官方产品目录,PRETRONIC® AR2000,https://www.fujikin.co.jp/support/pdf/135_ar2000_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-M2-M3-D64FEC55,Fujikin,M2-M3-D64FEC55,Automatic Valves / 2-3. Angle Valves,FACT,The current official catalogue index lists Diaphragm Type Mini Control Valves MINUCON with model code(s) M2 M3.,官方产品目录,Diaphragm Type Mini Control Valves MINUCON,https://www.fujikin.co.jp/support/pdf/minue_minucon.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-S2-S3-98D5ADB7,Fujikin,S2-S3-98D5ADB7,Automatic Valves / 2-3. Angle Valves,FACT,The current official catalogue index lists PRETRONIC® SR100 with model code(s) S2 S3.,官方产品目录,PRETRONIC® SR100,https://www.fujikin.co.jp/support/pdf/136_sr100_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-AFMO-01-ECC01838,Fujikin,AFMO-01-ECC01838,Automatic Valves / 2-4. Ball Valves,FACT,The current official catalogue index lists Ball valves [Automatic (pneumatic/electric)] 3.92/0.98MPa [AFMO-40R，AFMO-01，DM-UBV] with model code(s) AFMO-01.,官方产品目录,Ball valves [Automatic (pneumatic/electric)] 3.92/0.98MPa [AFMO-40R，AFMO-01，DM-UBV],https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-AFMO-40R-5AA833E0,Fujikin,AFMO-40R-5AA833E0,Automatic Valves / 2-4. Ball Valves,FACT,The current official catalogue index lists Ball valves [Automatic (pneumatic/electric)] 3.92/0.98MPa [AFMO-40R，AFMO-01，DM-UBV] with model code(s) AFMO-40R.,官方产品目录,Ball valves [Automatic (pneumatic/electric)] 3.92/0.98MPa [AFMO-40R，AFMO-01，DM-UBV],https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-APR-VUBV-F42F1943,Fujikin,APR-VUBV-F42F1943,Automatic Valves / 2-4. Ball Valves,FACT,The current official catalogue index lists V-Series 3 Piece Ball Valves 15.1MPa VUBV Series with model code(s) APR-VUBV.,官方产品目录,V-Series 3 Piece Ball Valves 15.1MPa VUBV Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_05.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,Fujikin,APR-VUBV-VUBVS-120-920P-APDM-VUBV-VUBVS-120-920P-6D0BD733,Automatic Valves / 2-4. Ball Valves,FACT,"The current official catalogue index lists V-Series Ball Valves VUBV, VUBVS Series with model code(s) APR-VUBV,VUBVS-120,920P APDM-VUBV,VUBVS-120,920P.",官方产品目录,"V-Series Ball Valves VUBV, VUBVS Series",https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_06.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-CBV3-CC5A55B4,Fujikin,CBV3-CC5A55B4,Automatic Valves / 2-4. Ball Valves,FACT,The current official catalogue index lists Fine Ceramic Valves COSMIX™ with model code(s) CBV3.,官方产品目录,Fine Ceramic Valves COSMIX™,https://www.fujikin.co.jp/support/pdf/133_cosmix_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-DM-UBV-AE1FA62A,Fujikin,DM-UBV-AE1FA62A,Automatic Valves / 2-4. Ball Valves,FACT,The current official catalogue index lists Compact Electric Ball Valves (3.92MPa) AFCON・DM-UBV Series with model code(s) DM-UBV.,官方产品目录,Compact Electric Ball Valves (3.92MPa) AFCON・DM-UBV Series,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UBV-21-JIS10R-ALX-585B05C3,Fujikin,UBV-21-JIS10R-ALX-585B05C3,Automatic Valves / 2-4. Ball Valves,FACT,"The current official catalogue index lists Flange, Butt Weld TypeJIS10K Ball Valves with model code(s) UBV-21-JIS10R-ALX.",官方产品目录,"Flange, Butt Weld TypeJIS10K Ball Valves",https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-CP-B366732D,Fujikin,CP-B366732D,Automatic Valves / 2-5. Gate Valves,FACT,The current official catalogue index lists Fine Ceramic Valves COSMIX™ with model code(s) CP.,官方产品目录,Fine Ceramic Valves COSMIX™,https://www.fujikin.co.jp/support/pdf/133_cosmix_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-SVLCDC-244EFA5B,Fujikin,SVLCDC-244EFA5B,Automatic Valves / 2-6. Diaphragm Valves,FACT,The current official catalogue index lists SVLCD VALVES Small volume filling valve with model code(s) SVLCDC.,官方产品目录,SVLCD VALVES Small volume filling valve,https://www.fujikin.co.jp/support/pdf/lcd1e_svlcd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-BNWC-2F0E12E0,Fujikin,BNWC-2F0E12E0,Automatic Valves / 2-6. Diaphragm Valves,FACT,The current official catalogue index lists BNW SERIES WEIR DIAPHRAGM VALVES with model code(s) BNWC.,官方产品目录,BNW SERIES WEIR DIAPHRAGM VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-BSWCN-AD5BAF95,Fujikin,BSWCN-AD5BAF95,Automatic Valves / 2-6. Diaphragm Valves,FACT,The current official catalogue index lists BNW SERIES WEIRLESS DIAPHRAGM VALVES with model code(s) BSWCN.,官方产品目录,BNW SERIES WEIRLESS DIAPHRAGM VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_02.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-LPS-5E67B882,Fujikin,LPS-5E67B882,Automatic Valves / 2-6. Diaphragm Valves,FACT,The current official catalogue index lists LPS SERIES WEIRLESS DIAPHRAGM LPS VALVES with model code(s) LPS.,官方产品目录,LPS SERIES WEIRLESS DIAPHRAGM LPS VALVES,https://www.fujikin.co.jp/support/pdf/sdv1e_diaphragm_03.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance HIGH.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FUCL-089E8ECB,Fujikin,FUCL-089E8ECB,Other Valves / 3-1. Self-Actuating,FACT,The current official catalogue index lists FINE series PURE Standard series with model code(s) FUCL.,官方产品目录,FINE series PURE Standard series,https://www.fujikin.co.jp/support/pdf/fu05e_pure_standard.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-PUCL-1CB43017,Fujikin,PUCL-1CB43017,Other Valves / 3-1. Self-Actuating,FACT,The current official catalogue index lists Stainless Steel Line Check Valves 22MPa Type with model code(s) PUCL.,官方产品目录,Stainless Steel Line Check Valves 22MPa Type,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_19.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UCL-7100-18526106,Fujikin,UCL-7100-18526106,Other Valves / 3-1. Self-Actuating,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas with model code(s) UCL-7100.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-VURF-041L-A0FBCCEA,Fujikin,VURF-041L-A0FBCCEA,Other Valves / 3-1. Self-Actuating,FACT,The current official catalogue index lists V-Series Relief Valves VURF Series with model code(s) VURF-041L.,官方产品目录,V-Series Relief Valves VURF Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_18.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-PDW-6B6AF5A0,Fujikin,PDW-6B6AF5A0,Fittings / 4-1. Double Compression Ring Type,FACT,The current official catalogue index lists POWERFULLOK Tube Connectors Brass with model code(s) PDW.,官方产品目录,POWERFULLOK Tube Connectors Brass,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_02.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-F900-5473313A,Fujikin,F900-5473313A,Fittings / 4-1. Double Compression Ring Type,FACT,The current official catalogue index lists FINE series PURE F900 Tube Fitting Series FINELOK・PURE with model code(s) F900.,官方产品目录,FINE series PURE F900 Tube Fitting Series FINELOK・PURE,https://www.fujikin.co.jp/support/pdf/702-01_pure_f900_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-LF900-B2B76351,Fujikin,LF900-B2B76351,Fittings / 4-1. Double Compression Ring Type,FACT,The current official catalogue index lists FINE series PURE LF900 Tube Fitting Series FINELOK・PURE (For Liquid) with model code(s) LF900.,官方产品目录,FINE series PURE LF900 Tube Fitting Series FINELOK・PURE (For Liquid),https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-PUW-C0414221,Fujikin,PUW-C0414221,Fittings / 4-1. Double Compression Ring Type,FACT,The current official catalogue index lists POWERFULLOK Tube Fittings SUS316 with model code(s) PUW.,官方产品目录,POWERFULLOK Tube Fittings SUS316,https://www.fujikin.co.jp/support/pdf/721_powerfullok_sus_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-VUW-42955F30,Fujikin,VUW-42955F30,Fittings / 4-1. Double Compression Ring Type,FACT,The current official catalogue index lists V-Lok Tube Connectors with model code(s) VUW.,官方产品目录,V-Lok Tube Connectors,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-RH-0F3C82DB,Fujikin,RH-0F3C82DB,Fittings / 4-2. Ring Type,FACT,The current official catalogue index lists Ring Joints & Miniature Valves with model code(s) RH.,官方产品目录,Ring Joints & Miniature Valves,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJR-28559EEE,Fujikin,UJR-28559EEE,Fittings / 4-3. Union Gasket Type,FACT,The current official catalogue index lists FINE series PURE UJR Fittings・Auto Weld series with model code(s) UJR.,官方产品目录,FINE series PURE UJR Fittings・Auto Weld series,https://www.fujikin.co.jp/support/pdf/720-01_pure_ujr_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
